"","FIPS","GISJOIN2","OUT10","REP10","Pop10","Wage2010","Wage2011","Wage2012","Wage2013","Wage2014","Wage2015","CBSA10","CBSAName","PEA10","BEA2004","TPMetro","TPMicro","TPcombined"
"20051",20051,"G2000510",223,158,28452,32216,33433,34682,35050,36242,36477,25700,"Hays, KS",251,141,NA,879,879
"20053",20053,"G2000530",224,159,6497,29870,30646,31158,33323,35977,32486,NA,NA,251,141,NA,NA,NA
"20055",20055,"G2000550",225,160,36776,32714,33282,34631,35193,36123,36419,23780,"Garden City, KS",280,179,NA,881,881
"20057",20057,"G2000570",216,153,33848,32583,32926,34101,34142,34196,35537,19980,"Dodge City, KS",280,179,NA,882,882
"20059",20059,"G2000590",207,144,25992,31594,32837,33543,34330,35255,35937,36840,"Ottawa, KS",178,84,1496,NA,1496
"20061",20061,"G2000610",217,154,34362,36667,36196,36294,36550,37117,37860,27920,"Junction City, KS",244,167,934,NA,934
"20063",20063,"G2000630",226,161,2695,25769,26620,28074,27947,28856,30130,NA,NA,372,141,NA,NA,NA
"20065",20065,"G2000650",223,158,2597,28257,30144,31468,32705,35923,33734,NA,NA,368,141,NA,NA,NA
"20067",20067,"G2000670",225,160,7829,38564,39127,41297,41149,42391,43970,NA,NA,280,179,NA,NA,NA
"20069",20069,"G2000690",216,153,6006,30136,31121,33233,31018,32383,33493,NA,NA,280,179,NA,NA,NA
"20071",20071,"G2000710",227,162,1247,28026,28966,28489,28497,30014,30666,NA,NA,280,179,NA,NA,NA
"20073",20073,"G2000730",213,150,6689,26866,27195,28396,28549,28572,28277,NA,NA,277,179,NA,NA,NA
"20075",20075,"G2000750",225,160,2690,29201,29829,33173,31911,34496,34689,NA,NA,280,179,NA,NA,NA
"20077",20077,"G2000770",212,149,6034,28541,30655,36464,34344,33072,34254,NA,NA,277,179,NA,NA,NA
"20079",20079,"G2000790",212,149,34684,31706,33171,34280,34738,34968,35648,48620,"Wichita, KS",277,179,NA,NA,NA
"20081",20081,"G2000810",228,163,4256,33808,34734,34994,35508,36550,38186,NA,NA,280,179,NA,NA,NA
"20083",20083,"G2000830",216,153,1916,25197,26777,27795,30947,31790,31462,NA,NA,280,179,NA,NA,NA
"20085",20085,"G2000850",222,157,13462,28000,28555,29498,29616,30423,31210,45820,"Topeka, KS",232,167,942,NA,942
"20087",20087,"G2000870",222,157,19126,31241,28566,31089,32336,33943,35648,45820,"Topeka, KS",232,167,942,NA,942
"20089",20089,"G2000890",218,155,3077,26112,27321,28818,27779,26596,27548,NA,NA,368,141,NA,NA,NA
"20091",20091,"G2000910",229,144,544179,48188,49157,50887,51020,52506,54235,28140,"Kansas City, MO-KS",30,84,1496,NA,1496
"20093",20093,"G2000930",225,160,3977,29288,28812,30069,32539,33131,34930,23780,"Garden City, KS",280,179,NA,NA,NA
"20095",20095,"G2000950",212,149,7858,29614,30954,33050,33222,33808,34212,48620,"Wichita, KS",277,179,940,NA,940
"20097",20097,"G2000970",209,146,2553,24970,26161,27668,27464,27793,33564,NA,NA,251,179,NA,NA,NA
"20099",20099,"G2000990",206,143,21607,27804,30958,31768,32500,32906,33897,37660,"Parsons, KS",278,179,NA,903,903
"20101",20101,"G2001010",230,164,1750,30552,30885,32742,34521,35848,35496,NA,NA,280,179,NA,NA,NA
"20103",20103,"G2001030",208,264,76227,42208,42969,42533,42087,42536,43418,28140,"Kansas City, MO-KS",193,84,1496,NA,1496
"20105",20105,"G2001050",224,159,3241,24566,26560,26141,27098,27355,28148,NA,NA,368,141,NA,NA,NA
"20107",20107,"G2001070",229,144,9656,38214,39392,38725,40998,40622,42052,28140,"Kansas City, MO-KS",178,84,1496,NA,1496
"20109",20109,"G2001090",226,161,2756,26150,26922,28714,29001,29294,30153,NA,NA,372,141,NA,NA,NA
"20111",20111,"G2001110",213,150,33690,29716,30502,30496,30876,31579,32397,21380,"Emporia, KS",244,167,NA,909,909
"20113",20113,"G2001130",231,165,29180,35256,35917,37440,39044,41307,44212,32700,"McPherson, KS",251,179,NA,910,910
"20115",20115,"G2001150",212,149,12660,24024,25936,27058,27321,28534,28893,NA,NA,251,179,NA,NA,NA
"20117",20117,"G2001170",232,166,10117,28437,30464,32065,34001,34884,35493,NA,NA,244,167,NA,NA,NA
"20119",20119,"G2001190",228,163,4575,32880,33738,35804,36853,36758,37289,NA,NA,280,119,NA,NA,NA
"20121",20121,"G2001210",229,144,32787,31738,32239,32925,33430,33546,34789,28140,"Kansas City, MO-KS",178,84,1496,NA,1496
"20123",20123,"G2001230",218,155,6373,28844,29519,31149,31866,32711,32505,NA,NA,368,141,NA,NA,NA
"20125",20125,"G2001250",214,151,35471,30375,31658,31336,33703,34620,34083,17700,"Coffeyville, KS",278,179,NA,916,916
"20127",20127,"G2001270",217,154,5923,26448,26769,26975,27456,27752,28104,NA,NA,244,167,NA,NA,NA
"20129",20129,"G2001290",228,163,3233,32296,33530,34864,34018,35210,33960,NA,NA,280,119,NA,NA,NA
"2013",2013,"G0200130",16,1,3141,33067,33468,33737,35432,35887,43614,NA,NA,264,8,NA,NA,NA
"20131",20131,"G2001310",208,145,10178,29150,30281,31288,32302,36002,35724,NA,NA,244,167,NA,NA,NA
"20133",20133,"G2001330",206,143,16512,31467,32787,32170,32387,33533,33557,NA,NA,278,83,NA,NA,NA
"20135",20135,"G2001350",230,164,3107,32051,33648,35004,37070,38372,36098,NA,NA,251,179,NA,NA,NA
"20137",20137,"G2001370",233,167,5671,28813,30017,31281,31708,33487,34493,NA,NA,368,141,NA,NA,NA
"20139",20139,"G2001390",222,157,16295,23212,24068,25359,25443,25839,26462,45820,"Topeka, KS",232,167,942,NA,942
"20141",20141,"G2001410",218,155,3858,24785,26410,27068,27280,28464,29391,NA,NA,368,141,NA,NA,NA
"20143",20143,"G2001430",224,159,6091,25921,25847,27080,27550,27588,28061,41460,"Salina, KS",368,141,NA,938,938
"20145",20145,"G2001450",210,147,6973,28911,30192,32098,33176,34839,34553,NA,NA,251,179,NA,NA,NA
"20147",20147,"G2001470",233,167,5642,27699,28546,30381,31417,32708,32996,NA,NA,368,141,NA,NA,NA
"20149",20149,"G2001490",217,154,21604,32380,34548,36450,34657,36685,38142,31740,"Manhattan, KS",244,167,934,NA,934
"20151",20151,"G2001510",209,146,9656,30760,32245,33973,35204,36405,35792,NA,NA,251,179,NA,NA,NA
"20153",20153,"G2001530",226,161,2519,26576,28687,28491,31114,31973,33223,NA,NA,368,141,NA,NA,NA
"20155",20155,"G2001550",231,165,64511,31361,31799,32691,33112,34025,34843,26740,"Hutchinson, KS",277,179,NA,931,931
"20157",20157,"G2001570",218,155,4980,23701,24454,25296,25791,26557,27380,NA,NA,368,141,NA,NA,NA
"20159",20159,"G2001590",231,165,10083,28661,30199,31379,32130,34329,34605,NA,NA,251,179,NA,NA,NA
"2016",2016,"G0200160",17,2,5561,40791,42378,44850,46518,48667,54087,NA,NA,264,8,NA,NA,NA
"20161",20161,"G2001610",217,154,71115,33166,34478,35060,34925,36271,37595,31740,"Manhattan, KS",244,167,934,NA,934
"20163",20163,"G2001630",223,158,5181,28778,29976,31020,31492,33485,33317,NA,NA,368,141,NA,NA,NA
"20165",20165,"G2001650",210,147,3307,28824,29455,30844,30698,32502,30763,NA,NA,251,179,NA,NA,NA
"20167",20167,"G2001670",223,158,6970,29682,30776,32379,33044,35114,34409,NA,NA,251,141,NA,NA,NA
"20169",20169,"G2001690",224,159,55606,33705,33992,33991,34220,35117,36234,41460,"Salina, KS",251,141,NA,938,938
"20171",20171,"G2001710",227,162,4936,31994,34631,34927,34174,36224,37263,NA,NA,280,179,NA,NA,NA
"20173",20173,"G2001730",212,149,498365,42078,43345,44521,44616,45354,46146,48620,"Wichita, KS",101,179,940,NA,940
"20175",20175,"G2001750",228,163,22952,33408,34601,34164,35072,36553,35165,30580,"Liberal, KS",280,119,NA,941,941
"20177",20177,"G2001770",222,157,177934,39363,40406,41462,41148,41617,42274,45820,"Topeka, KS",232,167,942,NA,942
"20179",20179,"G2001790",226,161,2556,29925,31248,32765,34462,35548,35676,NA,NA,372,141,NA,NA,NA
"20181",20181,"G2001810",215,152,6010,27290,27351,28392,29396,29587,30856,NA,NA,372,141,NA,NA,NA
"20183",20183,"G2001830",233,167,3853,23768,24919,25672,26622,26987,28270,NA,NA,368,141,NA,NA,NA
"20185",20185,"G2001850",210,147,4437,25041,25456,26678,26639,28387,28853,NA,NA,251,179,NA,NA,NA
"20187",20187,"G2001870",225,160,2235,32570,33578,34342,33721,35314,34862,NA,NA,280,179,NA,NA,NA
"20189",20189,"G2001890",228,163,5724,32434,33486,34752,43135,41895,40417,NA,NA,280,119,NA,NA,NA
"20191",20191,"G2001910",212,149,24132,29139,29831,31177,31464,32258,32739,48620,"Wichita, KS",277,179,940,NA,940
"20193",20193,"G2001930",226,161,7900,28327,28287,30182,31195,32516,33066,NA,NA,372,141,NA,NA,NA
"20195",20195,"G2001950",226,161,3001,28273,29387,30544,32170,32787,32271,NA,NA,251,141,NA,NA,NA
"20197",20197,"G2001970",222,157,7053,24882,25164,25744,25860,26885,28028,45820,"Topeka, KS",244,167,942,NA,942
"20199",20199,"G2001990",234,168,1485,24808,26590,28199,28623,33128,33043,NA,NA,372,141,NA,NA,NA
"2020",2020,"G0200200",18,3,291826,50853,51718,52969,53727,55641,57101,11260,"Anchorage, AK",212,8,NA,NA,NA
"20201",20201,"G2002010",232,166,5799,23046,23835,24862,25301,25579,26429,NA,NA,244,167,NA,NA,NA
"20203",20203,"G2002030",227,162,2234,31179,32295,33016,34218,34092,34962,NA,NA,280,179,NA,NA,NA
"20205",20205,"G2002050",206,143,9409,30986,32051,32404,33205,34280,33924,NA,NA,278,83,NA,NA,NA
"20207",20207,"G2002070",206,143,3309,25321,26904,28029,26422,24962,24844,NA,NA,278,83,NA,NA,NA
"20209",20209,"G2002090",229,144,157505,43428,44530,44955,45525,47600,49964,28140,"Kansas City, MO-KS",30,84,1496,NA,1496
"2050",2050,"G0200500",19,4,17013,36920,38214,38443,38758,39275,40658,NA,NA,264,8,NA,NA,NA
"2060",2060,"G0200600",20,5,997,43089,41687,41738,43934,43229,54679,NA,NA,264,8,NA,NA,NA
"2068",2068,"G0200680",21,3,1826,44372,45616,43891,43122,47256,46261,NA,NA,298,8,NA,NA,NA
"2070",2070,"G0200700",22,6,4847,36865,38847,37489,39077,41557,43094,NA,NA,264,8,NA,NA,NA
"2090",2090,"G0200900",21,3,97581,46555,47538,48740,49143,50488,51484,21820,"Fairbanks, AK",298,8,NA,NA,NA
"2100",2100,"G0201000",19,4,2508,32952,32869,33999,35940,34935,36125,NA,NA,360,8,NA,NA,NA
"21001",21001,"G2100010",235,364,18656,28146,27848,27858,28378,28835,29611,NA,NA,96,98,NA,NA,NA
"21003",21003,"G2100030",236,365,19956,30338,30341,31216,31777,32666,34868,14540,"Bowling Green, KY",112,116,NA,NA,NA
"21005",21005,"G2100050",237,366,21421,31085,32561,32820,33663,34388,35121,23180,"Frankfort, KY",86,94,992,NA,992
"21007",21007,"G2100070",167,357,8249,52265,51807,53335,53378,56107,55695,37140,"Paducah, KY-IL",243,122,NA,1031,1031
"21009",21009,"G2100090",238,367,42173,32045,31910,31961,32469,33467,34763,23980,"Glasgow, KY",112,116,NA,963,963
"21011",21011,"G2100110",239,368,11591,28239,28948,29130,29749,31475,33025,34460,"Mount Sterling, KY",86,94,NA,1045,1045
"21013",21013,"G2100130",240,369,28691,31406,31021,30935,30970,31205,32388,33180,"Middlesborough, KY",96,88,NA,965,965
"21015",21015,"G2100150",188,370,118811,40834,41625,43177,43195,43740,44817,17140,"Cincinnati, OH-KY-IN",25,33,2039,NA,2039
"21017",21017,"G2100170",237,366,19985,35304,36085,37480,37129,38718,39739,30460,"Lexington-Fayette, KY",86,94,992,NA,992
"21019",21019,"G2100190",241,371,49542,42296,43532,43968,44851,46245,46196,26580,"Huntington-Ashland, WV-KY-OH",52,29,2965,NA,2965
"21021",21021,"G2100210",242,372,28432,33708,34623,35361,36225,37127,38361,19220,"Danville, KY",96,94,NA,969,969
"21023",21023,"G2100230",243,373,8488,30650,31358,33216,32783,34866,34725,17140,"Cincinnati, OH-KY-IN",25,33,2039,NA,2039
"21025",21025,"G2100250",244,374,13878,31481,32370,32026,32560,33586,33968,NA,NA,95,94,NA,NA,NA
"21027",21027,"G2100270",245,375,20059,29292,29462,30138,30256,30719,31413,NA,NA,162,98,NA,NA,NA
"21029",21029,"G2100290",177,376,74319,32383,32079,32058,32529,33394,34673,31140,"Louisville/Jefferson County, KY-IN",51,98,1014,NA,1014
"21031",21031,"G2100310",236,365,12690,30464,31054,31603,32101,32877,32985,14540,"Bowling Green, KY",112,116,NA,NA,NA
"21033",21033,"G2100330",246,466,12984,29787,30059,29945,30629,30592,31164,NA,NA,243,122,NA,NA,NA
"21035",21035,"G2100350",167,357,37191,30055,30601,32617,32982,31803,32918,34660,"Murray, KY",243,122,NA,976,976
"21037",21037,"G2100370",188,370,90336,35096,35938,37185,37641,38829,40155,17140,"Cincinnati, OH-KY-IN",25,33,2039,NA,2039
"21039",21039,"G2100390",167,447,5104,25114,24764,25712,27103,27992,29020,NA,NA,243,122,NA,1031,1031
"21041",21041,"G2100410",185,376,10811,43857,44788,46417,49395,50066,53744,NA,NA,51,98,NA,NA,NA
"21043",21043,"G2100430",241,371,27720,28215,28934,29289,29654,30183,31168,NA,NA,52,29,NA,NA,NA
"21045",21045,"G2100450",242,372,15955,26462,25973,27455,28941,28793,30098,NA,NA,96,94,NA,NA,NA
"21047",21047,"G2100470",247,377,73955,36545,36973,37095,37596,39107,38933,17300,"Clarksville, TN-KY",32,116,2456,NA,2456
"21049",21049,"G2100490",237,366,35613,35377,36380,37048,37429,38081,40015,30460,"Lexington-Fayette, KY",86,94,992,NA,992
"2105",2105,"G0201050",23,7,2150,31420,31600,33553,33322,33109,35684,NA,NA,360,8,NA,NA,NA
"21051",21051,"G2100510",248,378,21730,33427,33617,33397,34163,33654,34462,NA,NA,96,94,NA,NA,NA
"21053",21053,"G2100530",249,379,10272,27157,27137,27265,27891,28390,29506,NA,NA,96,94,NA,NA,NA
"21055",21055,"G2100550",246,466,9315,25106,28008,28322,29441,28083,27775,NA,NA,204,122,NA,NA,NA
"21057",21057,"G2100570",250,367,6856,26254,27665,28520,31209,31746,33312,NA,NA,112,94,NA,NA,NA
"21059",21059,"G2100590",186,380,96656,34629,34692,35149,36188,37730,39379,36980,"Owensboro, KY",204,54,988,NA,988
"21061",21061,"G2100610",236,365,12161,28147,29141,28850,28879,30785,31498,14540,"Bowling Green, KY",112,116,1072,NA,1072
"21063",21063,"G2100630",239,368,7852,28783,28184,27332,27442,28185,29497,NA,NA,52,94,NA,NA,NA
"21065",21065,"G2100650",251,381,14672,27043,29063,29408,29919,30968,33135,NA,NA,95,94,992,NA,992
"21067",21067,"G2100670",237,366,295803,41482,42878,43233,43532,44566,46302,30460,"Lexington-Fayette, KY",86,94,992,NA,992
"21069",21069,"G2100690",243,373,14348,29693,30140,30470,30502,30468,31113,NA,NA,86,33,NA,NA,NA
"21071",21071,"G2100710",252,382,39451,35161,36889,36828,36451,36977,37299,NA,NA,95,94,NA,NA,NA
"21073",21073,"G2100730",237,366,49285,39925,40074,40226,39996,40560,41481,23180,"Frankfort, KY",86,94,NA,995,995
"21075",21075,"G2100750",253,383,6813,27301,30295,31729,31928,32237,32188,46460,"Union City, TN-KY",110,105,NA,2459,2459
"21077",21077,"G2100770",188,370,8589,38752,38533,40995,41096,45335,42586,17140,"Cincinnati, OH-KY-IN",25,33,2039,NA,2039
"21079",21079,"G2100790",237,366,16912,28717,28654,28227,29239,31668,33368,NA,NA,96,94,992,NA,992
"21081",21081,"G2100810",188,370,24662,30070,30757,32355,33058,33981,36196,17140,"Cincinnati, OH-KY-IN",25,33,2039,NA,2039
"21083",21083,"G2100830",167,447,37121,30659,31281,32337,33112,33450,35115,32460,"Mayfield, KY",243,122,NA,1000,1000
"21085",21085,"G2100850",245,375,25746,27676,28278,30343,30214,31551,32104,NA,NA,162,98,NA,NA,NA
"21087",21087,"G2100870",235,364,11258,26301,27368,27814,27951,28555,28454,NA,NA,96,98,NA,NA,NA
"21089",21089,"G2100890",241,371,36910,35322,33603,34328,34776,36800,38073,26580,"Huntington-Ashland, WV-KY-OH",52,29,2965,NA,2965
"21091",21091,"G2100910",186,380,8565,54586,57268,59683,62218,64666,68616,36980,"Owensboro, KY",204,54,988,NA,988
"21093",21093,"G2100930",245,375,105543,36617,38273,38690,38922,39724,40573,21060,"Elizabethtown-Fort Knox, KY",162,98,1005,NA,1005
"21095",21095,"G2100950",254,384,29278,42164,41363,38060,36160,36891,35000,NA,NA,96,94,NA,NA,NA
"21097",21097,"G2100970",237,366,18846,34869,35128,35328,36402,37110,38713,NA,NA,86,94,992,NA,992
"21099",21099,"G2100990",238,367,18199,29317,30071,30391,31038,32606,33968,NA,NA,112,116,NA,NA,NA
"2110",2110,"G0201100",23,7,31275,44285,45509,47471,48941,49982,50915,27940,"Juneau, AK",360,8,NA,NA,NA
"21101",21101,"G2101010",255,380,46250,35670,36200,36364,35976,37699,39148,21780,"Evansville, IN-KY",204,54,744,NA,744
"21103",21103,"G2101030",177,376,15416,32090,32919,33707,33981,35107,35692,31140,"Louisville/Jefferson County, KY-IN",51,98,1014,NA,1014
"21105",21105,"G2101050",167,447,4902,26754,26742,28132,27122,28071,28891,NA,NA,110,105,NA,2459,2459
"21107",21107,"G2101070",255,380,46920,38900,40051,40896,41166,40757,41199,31580,"Madisonville, KY",204,54,NA,1012,1012
"21109",21109,"G2101090",251,381,13494,28224,28508,29329,30022,31813,32052,NA,NA,95,94,NA,NA,NA
"21111",21111,"G2101110",177,376,741096,45041,46319,47669,47736,49134,51388,31140,"Louisville/Jefferson County, KY-IN",51,98,1014,NA,1014
"21113",21113,"G2101130",237,366,48586,33632,34622,35118,34469,36590,37918,30460,"Lexington-Fayette, KY",86,94,992,NA,992
"21115",21115,"G2101150",252,382,23356,30892,31846,30994,31925,32011,32438,NA,NA,95,94,NA,NA,NA
"21117",21117,"G2101170",188,370,159720,43631,45177,46425,46250,48324,49002,17140,"Cincinnati, OH-KY-IN",25,33,2039,NA,2039
"21119",21119,"G2101190",254,384,16346,39061,43850,37928,33982,33584,33626,NA,NA,95,94,NA,NA,NA
"21121",21121,"G2101210",248,378,31883,31060,30825,30053,28961,29710,31372,30940,"London, KY",96,94,NA,NA,NA
"21123",21123,"G2101230",245,375,14193,26686,26360,27226,27705,28164,29913,21060,"Elizabethtown-Fort Knox, KY",162,98,1005,NA,1005
"21125",21125,"G2101250",248,378,58849,32031,32575,33202,33503,34419,34518,30940,"London, KY",96,94,NA,1021,1021
"21127",21127,"G2101270",252,371,15860,32914,34786,34030,32826,33796,35448,NA,NA,95,29,NA,NA,NA
"21129",21129,"G2101290",244,374,7887,27848,28721,30643,29576,30667,31705,NA,NA,95,94,NA,NA,NA
"21131",21131,"G2101310",254,384,11310,37204,40154,38890,36832,34130,35407,NA,NA,96,94,NA,NA,NA
"21133",21133,"G2101330",254,384,24519,38548,41441,38270,35913,35483,34918,NA,NA,95,94,NA,NA,NA
"21135",21135,"G2101350",243,373,13870,26148,26349,27234,28097,28575,30042,NA,NA,25,33,NA,1039,1039
"21137",21137,"G2101370",242,372,24742,29671,29731,30470,30386,31206,32321,19220,"Danville, KY",96,94,NA,969,969
"21139",21139,"G2101390",167,357,9519,34432,35501,36435,39089,42278,41435,37140,"Paducah, KY-IL",243,122,NA,1031,1031
"21141",21141,"G2101410",236,365,26835,35827,36076,37884,38307,39324,40072,NA,NA,112,116,NA,NA,NA
"21143",21143,"G2101430",246,466,8314,27142,26985,26601,26257,26711,28301,NA,NA,243,122,NA,NA,NA
"21145",21145,"G2101450",167,357,65565,37874,38672,39436,39820,40602,41467,37140,"Paducah, KY-IL",243,122,NA,1031,1031
"21147",21147,"G2101470",249,379,18306,31852,31056,30950,32582,32606,33597,NA,NA,96,94,NA,NA,NA
"21149",21149,"G2101490",186,380,9531,28539,29729,31564,35032,32059,34358,36980,"Owensboro, KY",204,54,988,NA,988
"21151",21151,"G2101510",251,381,82916,33409,34022,34632,34937,36351,37081,40080,"Richmond-Berea, KY",96,94,NA,1034,1034
"21153",21153,"G2101530",252,382,13333,29944,29779,30122,30330,29359,28838,NA,NA,95,94,NA,NA,NA
"21155",21155,"G2101550",256,385,19820,32491,33325,33918,33997,34872,37097,NA,NA,162,98,NA,NA,NA
"21157",21157,"G2101570",167,357,31448,40559,43216,44123,45407,46670,48185,NA,NA,243,122,NA,NA,NA
"21159",21159,"G2101590",252,382,12929,42124,42277,41093,41710,42016,41497,NA,NA,95,94,NA,NA,NA
"21161",21161,"G2101610",243,373,17490,33996,34008,35322,36589,40379,39936,32500,"Maysville, KY",25,33,NA,1039,1039
"21163",21163,"G2101630",245,375,28602,31978,32413,32994,33037,33787,35623,21060,"Elizabethtown-Fort Knox, KY",162,98,1014,NA,1014
"21165",21165,"G2101650",239,368,6306,28481,27323,27800,29128,30607,30964,34460,"Mount Sterling, KY",86,94,NA,1045,1045
"21167",21167,"G2101670",242,372,21331,41171,43249,43339,43382,45091,45291,NA,NA,86,94,NA,NA,NA
"21169",21169,"G2101690",238,367,10099,28621,30053,29838,31028,32251,33682,23980,"Glasgow, KY",112,116,NA,963,963
"21171",21171,"G2101710",238,367,10963,27100,27193,28066,28006,28603,29808,NA,NA,112,116,NA,NA,NA
"21173",21173,"G2101730",239,368,26499,31915,32683,35207,35929,36062,36502,34460,"Mount Sterling, KY",86,94,NA,1045,1045
"21175",21175,"G2101750",239,368,13923,30253,31648,31401,32103,31629,32534,NA,NA,95,94,NA,NA,NA
"21177",21177,"G2101770",255,380,31499,36967,37861,35977,40604,42023,42934,NA,NA,204,54,NA,1047,1047
"21179",21179,"G2101790",256,385,43437,35028,33936,34632,35721,37141,38385,12680,"Bardstown, KY",162,98,1014,NA,1014
"21181",21181,"G2101810",237,366,7135,25999,25557,26456,26389,27426,28785,NA,NA,86,94,992,NA,992
"21183",21183,"G2101830",186,380,23842,31548,33197,34595,30514,31777,32761,NA,NA,204,54,NA,NA,NA
"21185",21185,"G2101850",177,376,60316,35460,36440,36627,38051,38699,40446,31140,"Louisville/Jefferson County, KY-IN",51,98,1014,NA,1014
"21187",21187,"G2101870",188,370,10841,31755,34243,33774,34613,35863,36103,NA,NA,86,33,NA,NA,NA
"21189",21189,"G2101890",244,374,4755,25912,26084,26571,26381,26305,26311,NA,NA,95,94,NA,NA,NA
"21191",21191,"G2101910",188,370,14877,34244,35302,35364,38915,39989,40219,17140,"Cincinnati, OH-KY-IN",25,33,2039,NA,2039
