fips,year,pop_county
01001,1990,34353
01001,1991,35010
01001,1992,35985
01001,1993,36953
01001,1994,38186
01001,1995,39112
01001,1996,40207
01001,1997,41238
01001,1998,42106
01001,1999,42963
01001,2000,44021
01001,2001,44889
01001,2002,45909
01001,2003,46800
01001,2004,48366
01001,2005,49676
01001,2006,51328
01001,2007,52405
01001,2008,53277
01001,2009,54135
01001,2010,54754
01001,2011,55208
01001,2012,54936
01001,2013,54713
01001,2014,54876
01001,2015,54838
01001,2016,55242
01001,2017,55443
01001,2018,55601
01003,1990,98955
01003,1991,102420
01003,1992,106595
01003,1993,111416
01003,1994,116565
01003,1995,120896
01003,1996,125412
01003,1997,130164
01003,1998,134444
01003,1999,137555
01003,2000,141342
01003,2001,144875
01003,2002,147957
01003,2003,151509
01003,2004,156266
01003,2005,162183
01003,2006,168121
01003,2007,172404
01003,2008,175827
01003,2009,179406
01003,2010,183111
01003,2011,186540
01003,2012,190143
01003,2013,194886
01003,2014,199189
01003,2015,202995
01003,2016,207712
01003,2017,212619
01003,2018,218022
01005,1990,25505
01005,1991,26506
01005,1992,26941
01005,1993,27371
01005,1994,27751
01005,1995,27854
01005,1996,28298
01005,1997,28415
01005,1998,28841
01005,1999,28866
01005,2000,29015
01005,2001,28863
01005,2002,28653
01005,2003,28594
01005,2004,28287
01005,2005,28027
01005,2006,27861
01005,2007,27757
01005,2008,27808
01005,2009,27657
01005,2010,27330
01005,2011,27350
01005,2012,27174
01005,2013,26944
01005,2014,26758
01005,2015,26294
01005,2016,25819
01005,2017,25158
01005,2018,24881
01007,1990,16697
01007,1991,17071
01007,1992,17403
01007,1993,17757
01007,1994,18053
01007,1995,18507
01007,1996,18885
01007,1997,19388
01007,1998,19851
01007,1999,20560
01007,2000,19913
01007,2001,21028
01007,2002,21199
01007,2003,21399
01007,2004,21721
01007,2005,22042
01007,2006,22099
01007,2007,22438
01007,2008,22705
01007,2009,22941
01007,2010,22872
01007,2011,22747
01007,2012,22664
01007,2013,22516
01007,2014,22541
01007,2015,22562
01007,2016,22576
01007,2017,22555
01007,2018,22400
01009,1990,39473
01009,1991,40190
01009,1992,40822
01009,1993,41866
01009,1994,42520
01009,1995,44060
01009,1996,45344
01009,1997,47055
01009,1998,48824
01009,1999,50237
01009,2000,51107
01009,2001,51845
01009,2002,52551
01009,2003,53457
01009,2004,54124
01009,2005,54624
01009,2006,55485
01009,2007,56240
01009,2008,57055
01009,2009,57341
01009,2010,57373
01009,2011,57554
01009,2012,57570
01009,2013,57611
01009,2014,57521
01009,2015,57522
01009,2016,57517
01009,2017,57827
01009,2018,57840
01011,1990,11032
01011,1991,11188
01011,1992,11125
01011,1993,11219
01011,1994,11370
01011,1995,11431
01011,1996,11574
01011,1997,11624
01011,1998,11655
01011,1999,11755
01011,2000,11581
01011,2001,11358
01011,2002,11256
01011,2003,11316
01011,2004,11056
01011,2005,11011
01011,2006,10776
01011,2007,11011
01011,2008,10953
01011,2009,10987
01011,2010,10878
01011,2011,10677
01011,2012,10607
01011,2013,10551
01011,2014,10665
01011,2015,10400
01011,2016,10381
01011,2017,10176
01011,2018,10138
01013,1990,21886
01013,1991,21755
01013,1992,21794
01013,1993,21813
01013,1994,21851
01013,1995,21824
01013,1996,21863
01013,1997,21840
01013,1998,21718
01013,1999,21605
01013,2000,21325
01013,2001,21139
01013,2002,20803
01013,2003,20833
01013,2004,20870
01013,2005,20830
01013,2006,20815
01013,2007,20894
01013,2008,20949
01013,2009,20867
01013,2010,20942
01013,2011,20878
01013,2012,20687
01013,2013,20374
01013,2014,20343
01013,2015,20176
01013,2016,20029
01013,2017,19898
01013,2018,19680
01015,1990,116118
01015,1991,115247
01015,1992,115804
01015,1993,116324
01015,1994,116161
01015,1995,116790
01015,1996,116684
01015,1997,117254
01015,1998,117179
01015,1999,114910
01015,2000,111081
01015,2001,111266
01015,2002,111625
01015,2003,112705
01015,2004,113462
01015,2005,114477
01015,2006,115388
01015,2007,116211
01015,2008,117274
01015,2009,118363
01015,2010,118477
01015,2011,117797
01015,2012,117257
01015,2013,116541
01015,2014,115995
01015,2015,115536
01015,2016,115018
01015,2017,114664
01015,2018,114277
01017,1990,36884
01017,1991,36913
01017,1992,37045
01017,1993,37026
01017,1994,37066
01017,1995,37179
01017,1996,36907
01017,1997,36698
01017,1998,36808
01017,1999,36527
01017,2000,36571
01017,2001,36274
01017,2002,35965
01017,2003,35680
01017,2004,35463
01017,2005,35279
01017,2006,34945
01017,2007,34847
01017,2008,34563
01017,2009,34384
01017,2010,34122
01017,2011,34030
01017,2012,34104
01017,2013,34143
01017,2014,33980
01017,2015,34007
01017,2016,33771
01017,2017,33758
01017,2018,33615
01019,1990,19643
01019,1991,19876
01019,1992,20181
01019,1993,20712
01019,1994,21214
01019,1995,21871
01019,1996,22387
01019,1997,22911
01019,1998,23351
01019,1999,23605
01019,2000,24006
01019,2001,24182
01019,2002,24403
01019,2003,24591
01019,2004,24887
01019,2005,25031
01019,2006,25466
01019,2007,25553
01019,2008,25636
01019,2009,25854
01019,2010,25974
01019,2011,25994
01019,2012,25963
01019,2013,26025
01019,2014,25902
01019,2015,25739
01019,2016,25776
01019,2017,25815
01019,2018,26032
01021,1990,32550
01021,1991,33200
01021,1992,33503
01021,1993,34072
01021,1994,34739
01021,1995,35537
01021,1996,36467
01021,1997,37302
01021,1998,38069
01021,1999,38862
01021,2000,39897
01021,2001,40197
01021,2002,40683
01021,2003,41079
01021,2004,41534
01021,2005,41946
01021,2006,42318
01021,2007,42881
01021,2008,43239
01021,2009,43484
01021,2010,43653
01021,2011,43687
01021,2012,43582
01021,2013,43634
01021,2014,43769
01021,2015,43717
01021,2016,43896
01021,2017,44117
01021,2018,44153
01023,1990,15994
01023,1991,16044
01023,1992,16206
01023,1993,16228
01023,1994,16215
01023,1995,16195
01023,1996,16232
01023,1997,16162
01023,1998,16151
01023,1999,15931
01023,2000,15875
01023,2001,15677
01023,2002,15367
01023,2003,15199
01023,2004,14930
01023,2005,14545
01023,2006,14431
01023,2007,14216
01023,2008,14114
01023,2009,13976
01023,2010,13849
01023,2011,13607
01023,2012,13561
01023,2013,13396
01023,2014,13317
01023,2015,13233
01023,2016,13049
01023,2017,12935
01023,2018,12841
01025,1990,27289
01025,1991,27391
01025,1992,27522
01025,1993,27532
01025,1994,27646
01025,1995,27455
01025,1996,27503
01025,1997,27934
01025,1998,27756
01025,1999,27919
01025,2000,27819
01025,2001,27624
01025,2002,27267
01025,2003,27090
01025,2004,26958
01025,2005,26764
01025,2006,26755
01025,2007,26436
01025,2008,26283
01025,2009,26038
01025,2010,25765
01025,2011,25582
01025,2012,25154
01025,2013,25122
01025,2014,24865
01025,2015,24703
01025,2016,24349
01025,2017,24097
01025,2018,23920
01027,1990,13284
01027,1991,13314
01027,1992,13425
01027,1993,13518
01027,1994,13553
01027,1995,13590
01027,1996,13734
01027,1997,13963
01027,1998,14118
01027,1999,14174
01027,2000,14263
01027,2001,14298
01027,2002,14257
01027,2003,14203
01027,2004,14121
01027,2005,14077
01027,2006,14053
01027,2007,14085
01027,2008,14161
01027,2009,14006
01027,2010,13897
01027,2011,13686
01027,2012,13432
01027,2013,13404
01027,2014,13440
01027,2015,13413
01027,2016,13393
01027,2017,13367
01027,2018,13275
01029,1990,12724
01029,1991,12684
01029,1992,12850
01029,1993,13027
01029,1994,13030
01029,1995,13080
01029,1996,13254
01029,1997,13768
01029,1998,13921
01029,1999,14039
01029,2000,14172
01029,2001,14222
01029,2002,14416
01029,2003,14438
01029,2004,14339
01029,2005,14368
01029,2006,14538
01029,2007,14799
01029,2008,14874
01029,2009,14918
01029,2010,15004
01029,2011,14928
01029,2012,14889
01029,2013,14976
01029,2014,15025
01029,2015,14917
01029,2016,14853
01029,2017,14906
01029,2018,14987
01031,1990,40293
01031,1991,40577
01031,1992,41469
01031,1993,41910
01031,1994,42666
01031,1995,43174
01031,1996,43128
01031,1997,43201
01031,1998,43509
01031,1999,43667
01031,2000,43580
01031,2001,43716
01031,2002,43930
01031,2003,44315
01031,2004,45053
01031,2005,45604
01031,2006,46228
01031,2007,47458
01031,2008,48516
01031,2009,49440
01031,2010,50205
01031,2011,50435
01031,2012,51136
01031,2013,50677
01031,2014,50655
01031,2015,50952
01031,2016,51145
01031,2017,51777
01031,2018,51909
01033,1990,51876
01033,1991,52557
01033,1992,52827
01033,1993,53367
01033,1994,53454
01033,1995,53702
01033,1996,54163
01033,1997,54899
01033,1998,54928
01033,1999,54715
01033,2000,54997
01033,2001,54793
01033,2002,54536
01033,2003,54279
01033,2004,54380
01033,2005,54359
01033,2006,54413
01033,2007,54486
01033,2008,54473
01033,2009,54426
01033,2010,54525
01033,2011,54535
01033,2012,54572
01033,2013,54533
01033,2014,54468
01033,2015,54370
01033,2016,54367
01033,2017,54509
01033,2018,54762
01035,1990,14042
01035,1991,14331
01035,1992,14233
01035,1993,14255
01035,1994,14321
01035,1995,14322
01035,1996,14458
01035,1997,14361
01035,1998,14242
01035,1999,14158
01035,2000,14035
01035,2001,13940
01035,2002,13793
01035,2003,13585
01035,2004,13430
01035,2005,13421
01035,2006,13603
01035,2007,13441
01035,2008,13388
01035,2009,13274
01035,2010,13234
01035,2011,13192
01035,2012,13044
01035,2013,12911
01035,2014,12679
01035,2015,12680
01035,2016,12501
01035,2017,12435
01035,2018,12277
01037,1990,11071
01037,1991,11170
01037,1992,11177
01037,1993,11444
01037,1994,11794
01037,1995,11952
01037,1996,11854
01037,1997,11941
01037,1998,12007
01037,1999,12135
01037,2000,11844
01037,2001,11848
01037,2002,11740
01037,2003,11732
01037,2004,11560
01037,2005,11467
01037,2006,11451
01037,2007,11439
01037,2008,11493
01037,2009,11410
01037,2010,11782
01037,2011,11487
01037,2012,11347
01037,2013,11256
01037,2014,11038
01037,2015,10938
01037,2016,10826
01037,2017,10757
01037,2018,10715
01039,1990,36519
01039,1991,36620
01039,1992,36950
01039,1993,37218
01039,1994,37108
01039,1995,37489
01039,1996,37693
01039,1997,37759
01039,1998,37776
01039,1999,37843
01039,2000,37514
01039,2001,37069
01039,2002,36901
01039,2003,36860
01039,2004,36806
01039,2005,37204
01039,2006,37441
01039,2007,37631
01039,2008,37545
01039,2009,37648
01039,2010,37812
01039,2011,38019
01039,2012,37804
01039,2013,37812
01039,2014,37756
01039,2015,37551
01039,2016,37382
01039,2017,37078
01039,2018,36986
01041,1990,13598
01041,1991,13552
01041,1992,13511
01041,1993,13556
01041,1994,13476
01041,1995,13585
01041,1996,13576
01041,1997,13690
01041,1998,13599
01041,1999,13584
01041,2000,13692
01041,2001,13724
01041,2002,13635
01041,2003,13652
01041,2004,13727
01041,2005,13699
01041,2006,13880
01041,2007,13956
01041,2008,13922
01041,2009,14024
01041,2010,13874
01041,2011,13899
01041,2012,13921
01041,2013,13854
01041,2014,13859
01041,2015,13857
01041,2016,13922
01041,2017,13861
01041,2018,13824
01043,1990,67825
01043,1991,68740
01043,1992,69908
01043,1993,70889
01043,1994,72050
01043,1995,73037
01043,1996,74318
01043,1997,75147
01043,1998,76197
01043,1999,77065
01043,2000,77473
01043,2001,77415
01043,2002,77443
01043,2003,77657
01043,2004,78131
01043,2005,78692
01043,2006,79044
01043,2007,79576
01043,2008,80273
01043,2009,80351
01043,2010,80454
01043,2011,80401
01043,2012,80273
01043,2013,80688
01043,2014,81067
01043,2015,81764
01043,2016,82456
01043,2017,82836
01043,2018,83442
01045,1990,49600
01045,1991,49835
01045,1992,49833
01045,1993,49710
01045,1994,50424
01045,1995,50303
01045,1996,49536
01045,1997,49184
01045,1998,48991
01045,1999,49118
01045,2000,49124
01045,2001,49254
01045,2002,49373
01045,2003,49215
01045,2004,49245
01045,2005,49050
01045,2006,49077
01045,2007,49488
01045,2008,49871
01045,2009,49854
01045,2010,50390
01045,2011,50112
01045,2012,50284
01045,2013,49772
01045,2014,49417
01045,2015,49349
01045,2016,49301
01045,2017,49254
01045,2018,48956
01047,1990,48015
01047,1991,47857
01047,1992,47940
01047,1993,48002
01047,1994,47806
01047,1995,47706
01047,1996,47347
01047,1997,47104
01047,1998,46764
01047,1999,46722
01047,2000,46198
01047,2001,46132
01047,2002,45377
01047,2003,45170
01047,2004,44795
01047,2005,44434
01047,2006,44323
01047,2007,44194
01047,2008,44265
01047,2009,43759
01047,2010,43860
01047,2011,43256
01047,2012,42795
01047,2013,41983
01047,2014,41562
01047,2015,40948
01047,2016,40092
01047,2017,39235
01047,2018,38310
01049,1990,54875
01049,1991,55909
01049,1992,56883
01049,1993,58000
01049,1994,59551
01049,1995,59779
01049,1996,60358
01049,1997,61144
01049,1998,62325
01049,1999,63593
01049,2000,64650
01049,2001,65678
01049,2002,65861
01049,2003,66530
01049,2004,67260
01049,2005,67794
01049,2006,68495
01049,2007,69450
01049,2008,70228
01049,2009,70864
01049,2010,71159
01049,2011,71352
01049,2012,70937
01049,2013,70911
01049,2014,70999
01049,2015,71112
01049,2016,71101
01049,2017,71404
01049,2018,71385
01051,1990,49484
01051,1991,50732
01051,1992,52514
01051,1993,54245
01051,1994,55734
01051,1995,57402
01051,1996,58969
01051,1997,60809
01051,1998,62551
01051,1999,64668
01051,2000,66160
01051,2001,67459
01051,2002,68659
01051,2003,69935
01051,2004,71018
01051,2005,72978
01051,2006,75246
01051,2007,77124
01051,2008,77698
01051,2009,78632
01051,2010,79577
01051,2011,80009
01051,2012,80216
01051,2013,80569
01051,2014,80568
01051,2015,80924
01051,2016,81263
01051,2017,81416
01051,2018,81887
01053,1990,35526
01053,1991,35786
01053,1992,36320
01053,1993,36680
01053,1994,37003
01053,1995,37126
01053,1996,37460
01053,1997,37879
01053,1998,38145
01053,1999,38336
01053,2000,38325
01053,2001,38197
01053,2002,38035
01053,2003,37796
01053,2004,37713
01053,2005,37601
01053,2006,37673
01053,2007,37839
01053,2008,37929
01053,2009,38249
01053,2010,38344
01053,2011,38201
01053,2012,38023
01053,2013,37763
01053,2014,37738
01053,2015,37665
01053,2016,37488
01053,2017,36999
01053,2018,36748
01055,1990,99809
01055,1991,100365
01055,1992,100950
01055,1993,101310
01055,1994,102213
01055,1995,102342
01055,1996,103063
01055,1997,104129
01055,1998,104367
01055,1999,104002
01055,2000,103286
01055,2001,102976
01055,2002,102988
01055,2003,103025
01055,2004,103080
01055,2005,103174
01055,2006,103528
01055,2007,103893
01055,2008,104206
01055,2009,104239
01055,2010,104455
01055,2011,104358
01055,2012,104273
01055,2013,103883
01055,2014,103407
01055,2015,103003
01055,2016,102849
01055,2017,102937
01055,2018,102501
01057,1990,18006
01057,1991,18168
01057,1992,18192
01057,1993,18166
01057,1994,18221
01057,1995,18232
01057,1996,18329
01057,1997,18416
01057,1998,18465
01057,1999,18496
01057,2000,18512
01057,2001,18384
01057,2002,18278
01057,2003,18178
01057,2004,18022
01057,2005,18030
01057,2006,17767
01057,2007,17523
01057,2008,17541
01057,2009,17310
01057,2010,17227
01057,2011,17047
01057,2012,16941
01057,2013,16819
01057,2014,16768
01057,2015,16693
01057,2016,16555
01057,2017,16474
01057,2018,16433
01059,1990,27802
01059,1991,28126
01059,1992,28678
01059,1993,29121
01059,1994,29528
01059,1995,29949
01059,1996,30311
01059,1997,30676
01059,1998,30921
01059,1999,31163
01059,2000,31242
01059,2001,31190
01059,2002,30891
01059,2003,30874
01059,2004,30768
01059,2005,30968
01059,2006,31134
01059,2007,31004
01059,2008,31459
01059,2009,31589
01059,2010,31745
01059,2011,31771
01059,2012,31689
01059,2013,31552
01059,2014,31561
01059,2015,31541
01059,2016,31654
01059,2017,31590
01059,2018,31363
01061,1990,23734
01061,1991,24183
01061,1992,24208
01061,1993,24489
01061,1994,24761
01061,1995,24975
01061,1996,25136
01061,1997,25293
01061,1998,25365
01061,1999,25585
01061,2000,25740
01061,2001,25565
01061,2002,25580
01061,2003,25702
01061,2004,25772
01061,2005,25988
01061,2006,26271
01061,2007,26322
01061,2008,26646
01061,2009,26653
01061,2010,26782
01061,2011,26759
01061,2012,26927
01061,2013,26682
01061,2014,26597
01061,2015,26636
01061,2016,26498
01061,2017,26410
01061,2018,26314
01063,1990,10171
01063,1991,10257
01063,1992,10271
01063,1993,10216
01063,1994,10133
01063,1995,10082
01063,1996,10142
01063,1997,10130
01063,1998,10067
01063,1999,10004
01063,2000,9902
01063,2001,9866
01063,2002,9893
01063,2003,9805
01063,2004,9686
01063,2005,9675
01063,2006,9361
01063,2007,9385
01063,2008,9359
01063,2009,9182
01063,2010,8995
01063,2011,8905
01063,2012,8850
01063,2013,8749
01063,2014,8585
01063,2015,8509
01063,2016,8483
01063,2017,8318
01063,2018,8233
01065,1990,15533
01065,1991,15736
01065,1992,15945
01065,1993,16025
01065,1994,16125
01065,1995,16279
01065,1996,16449
01065,1997,16549
01065,1998,16862
01065,1999,16982
01065,2000,18194
01065,2001,17868
01065,2002,17376
01065,2003,17116
01065,2004,16765
01065,2005,16622
01065,2006,16427
01065,2007,16418
01065,2008,16260
01065,2009,16025
01065,2010,15745
01065,2011,15358
01065,2012,15360
01065,2013,15247
01065,2014,15047
01065,2015,15018
01065,2016,14835
01065,2017,14809
01065,2018,14726
01067,1990,15426
01067,1991,15684
01067,1992,15665
01067,1993,15794
01067,1994,15898
01067,1995,15875
01067,1996,15794
01067,1997,15961
01067,1998,16093
01067,1999,16129
01067,2000,16341
01067,2001,16358
01067,2002,16447
01067,2003,16563
01067,2004,16692
01067,2005,16752
01067,2006,16953
01067,2007,17108
01067,2008,17129
01067,2009,17243
01067,2010,17298
01067,2011,17377
01067,2012,17156
01067,2013,17132
01067,2014,17082
01067,2015,17106
01067,2016,17083
01067,2017,17140
01067,2018,17209
01069,1990,81666
01069,1991,82640
01069,1992,83763
01069,1993,84693
01069,1994,84377
01069,1995,85022
01069,1996,86130
01069,1997,86808
01069,1998,87469
01069,1999,88256
01069,2000,88943
01069,2001,89490
01069,2002,89940
01069,2003,91321
01069,2004,92593
01069,2005,93903
01069,2006,95846
01069,2007,97727
01069,2008,99183
01069,2009,100500
01069,2010,101790
01069,2011,102470
01069,2012,103365
01069,2013,103638
01069,2014,104156
01069,2015,104268
01069,2016,104239
01069,2017,104373
01069,2018,104722
01071,1990,47948
01071,1991,48595
01071,1992,49247
01071,1993,49907
01071,1994,50230
01071,1995,50948
01071,1996,51873
01071,1997,52121
01071,1998,52976
01071,1999,53433
01071,2000,53979
01071,2001,53997
01071,2002,53758
01071,2003,53711
01071,2004,53525
01071,2005,53332
01071,2006,53483
01071,2007,53333
01071,2008,53525
01071,2009,53461
01071,2010,53183
01071,2011,53209
01071,2012,53077
01071,2013,52958
01071,2014,52562
01071,2015,52218
01071,2016,52048
01071,2017,51907
01071,2018,51736
01073,1990,652239
01073,1991,656878
01073,1992,660713
01073,1993,663178
01073,1994,665429
01073,1995,666106
01073,1996,665943
01073,1997,664268
01073,1998,664457
01073,1999,662845
01073,2000,662033
01073,2001,660197
01073,2002,657518
01073,2003,657513
01073,2004,656023
01073,2005,654919
01073,2006,655893
01073,2007,655163
01073,2008,656510
01073,2009,658441
01073,2010,658158
01073,2011,657973
01073,2012,657967
01073,2013,659196
01073,2014,659918
01073,2015,660370
01073,2016,660326
01073,2017,659546
01073,2018,659300
01075,1990,15702
01075,1991,15717
01075,1992,15650
01075,1993,15808
01075,1994,15798
01075,1995,15784
01075,1996,15779
01075,1997,15833
01075,1998,15855
01075,1999,15889
01075,2000,15923
01075,2001,15632
01075,2002,15446
01075,2003,15258
01075,2004,15075
01075,2005,15009
01075,2006,14816
01075,2007,14901
01075,2008,14799
01075,2009,14689
01075,2010,14494
01075,2011,14287
01075,2012,14245
01075,2013,14210
01075,2014,14067
01075,2015,13925
01075,2016,13927
01075,2017,13902
01075,2018,13844
01077,1990,79962
01077,1991,81176
01077,1992,82347
01077,1993,83604
01077,1994,84332
01077,1995,85260
01077,1996,86155
01077,1997,86440
01077,1998,87113
01077,1999,87590
01077,2000,88039
01077,2001,87791
01077,2002,87627
01077,2003,88103
01077,2004,88732
01077,2005,89358
01077,2006,90294
01077,2007,91107
01077,2008,92202
01077,2009,92526
01077,2010,92736
01077,2011,92606
01077,2012,92664
01077,2013,92706
01077,2014,93013
01077,2015,92477
01077,2016,92457
01077,2017,92591
01077,2018,92387
01079,1990,31605
01079,1991,32178
01079,1992,32335
01079,1993,32712
01079,1994,32697
01079,1995,33177
01079,1996,33572
01079,1997,33857
01079,1998,34121
01079,1999,34537
01079,2000,34874
01079,2001,34870
01079,2002,34698
01079,2003,34488
01079,2004,34318
01079,2005,34435
01079,2006,34028
01079,2007,34293
01079,2008,34196
01079,2009,34315
01079,2010,34344
01079,2011,34049
01079,2012,33807
01079,2013,33577
01079,2014,33448
01079,2015,33138
01079,2016,33233
01079,2017,33077
01079,2018,32957
01081,1990,87735
01081,1991,89508
01081,1992,91572
01081,1993,94295
01081,1994,96057
01081,1995,99386
01081,1996,102185
01081,1997,106578
01081,1998,109936
01081,1999,112898
01081,2000,115430
01081,2001,116819
01081,2002,118392
01081,2003,120071
01081,2004,122274
01081,2005,126133
01081,2006,129247
01081,2007,131934
01081,2008,134524
01081,2009,138566
01081,2010,140806
01081,2011,144130
01081,2012,148581
01081,2013,151831
01081,2014,154545
01081,2015,157009
01081,2016,159297
01081,2017,161641
01081,2018,163941
01083,1990,54357
01083,1991,55654
01083,1992,57121
01083,1993,58482
01083,1994,59297
01083,1995,60076
01083,1996,61085
01083,1997,62411
01083,1998,63729
01083,1999,64880
01083,2000,65966
01083,2001,66936
01083,2002,67677
01083,2003,68578
01083,2004,69593
01083,2005,71303
01083,2006,73651
01083,2007,76063
01083,2008,78835
01083,2009,81326
01083,2010,83173
01083,2011,85542
01083,2012,87313
01083,2013,88910
01083,2014,90596
01083,2015,91571
01083,2016,92841
01083,2017,94076
01083,2018,96174
01085,1990,12668
01085,1991,12702
01085,1992,12740
01085,1993,12842
01085,1994,12864
01085,1995,13092
01085,1996,13004
01085,1997,13067
01085,1998,13239
01085,1999,13361
01085,2000,13471
01085,2001,13329
01085,2002,13231
01085,2003,12996
01085,2004,12623
01085,2005,12397
01085,2006,12124
01085,2007,11973
01085,2008,11813
01085,2009,11486
01085,2010,11289
01085,2011,11139
01085,2012,10853
01085,2013,10665
01085,2014,10498
01085,2015,10353
01085,2016,10253
01085,2017,10104
01085,2018,9974
01087,1990,24911
01087,1991,24626
01087,1992,24915
01087,1993,24779
01087,1994,24445
01087,1995,24150
01087,1996,24201
01087,1997,23844
01087,1998,24041
01087,1999,24085
01087,2000,24047
01087,2001,23925
01087,2002,23563
01087,2003,23110
01087,2004,22685
01087,2005,22388
01087,2006,22227
01087,2007,21942
01087,2008,21597
01087,2009,21190
01087,2010,21505
01087,2011,21281
01087,2012,20611
01087,2013,20026
01087,2014,19648
01087,2015,19306
01087,2016,19064
01087,2017,18811
01087,2018,18439
01089,1990,239996
01089,1991,246398
01089,1992,254049
01089,1993,262516
01089,1994,266323
01089,1995,265495
01089,1996,266447
01089,1997,267870
01089,1998,272798
01089,1999,274692
01089,2000,278006
01089,2001,281517
01089,2002,286439
01089,2003,291342
01089,2004,295655
01089,2005,301474
01089,2006,309170
01089,2007,315859
01089,2008,323526
01089,2009,330856
01089,2010,336093
01089,2011,339527
01089,2012,342713
01089,2013,346633
01089,2014,349807
01089,2015,352989
01089,2016,356821
01089,2017,361665
01089,2018,366519
01091,1990,23003
01091,1991,23031
01091,1992,23088
01091,1993,23210
01091,1994,23178
01091,1995,23117
01091,1996,22984
01091,1997,22983
01091,1998,22753
01091,1999,22519
01091,2000,22564
01091,2001,22203
01091,2002,22217
01091,2003,22025
01091,2004,21777
01091,2005,21569
01091,2006,21531
01091,2007,21475
01091,2008,21331
01091,2009,21170
01091,2010,20946
01091,2011,20651
01091,2012,20367
01091,2013,20114
01091,2014,19980
01091,2015,19760
01091,2016,19516
01091,2017,19366
01091,2018,19066
01093,1990,29846
01093,1991,29679
01093,1992,29887
01093,1993,30213
01093,1994,30494
01093,1995,30920
01093,1996,31409
01093,1997,31532
01093,1998,31539
01093,1999,31264
01093,2000,31137
01093,2001,30777
01093,2002,30608
01093,2003,30554
01093,2004,30516
01093,2005,30494
01093,2006,30779
01093,2007,30849
01093,2008,30918
01093,2009,30646
01093,2010,30817
01093,2011,30651
01093,2012,30487
01093,2013,30228
01093,2014,30202
01093,2015,30123
01093,2016,29964
01093,2017,29771
01093,2018,29763
01095,1990,71054
01095,1991,71974
01095,1992,73589
01095,1993,75534
01095,1994,77310
01095,1995,78924
01095,1996,80283
01095,1997,81071
01095,1998,81465
01095,1999,81992
01095,2000,82429
01095,2001,82477
01095,2002,83417
01095,2003,84348
01095,2004,85131
01095,2005,86516
01095,2006,88209
01095,2007,89605
01095,2008,91072
01095,2009,92213
01095,2010,93124
01095,2011,93892
01095,2012,94268
01095,2013,94370
01095,2014,94277
01095,2015,94606
01095,2016,95123
01095,2017,95609
01095,2018,96109
01097,1990,379167
01097,1991,382978
01097,1992,388097
01097,1993,393740
01097,1994,395685
01097,1995,395664
01097,1996,396163
01097,1997,397917
01097,1998,398479
01097,1999,399323
01097,2000,400073
01097,2001,400129
01097,2002,398549
01097,2003,398082
01097,2004,397959
01097,2005,398942
01097,2006,402916
01097,2007,405715
01097,2008,409196
01097,2009,411994
01097,2010,413319
01097,2011,413242
01097,2012,413922
01097,2013,414210
01097,2014,414590
01097,2015,414935
01097,2016,415499
01097,2017,414515
01097,2018,413757
01099,1990,24141
01099,1991,23948
01099,1992,24162
01099,1993,24476
01099,1994,24674
01099,1995,24802
01099,1996,24802
01099,1997,24617
01099,1998,24500
01099,1999,24440
01099,2000,24319
01099,2001,24120
01099,2002,24022
01099,2003,23853
01099,2004,23769
01099,2005,23683
01099,2006,23602
01099,2007,23437
01099,2008,23393
01099,2009,23218
01099,2010,23007
01099,2011,22796
01099,2012,22582
01099,2013,22171
01099,2014,21927
01099,2015,21717
01099,2016,21545
01099,2017,21302
01099,2018,21067
01101,1990,209537
01101,1991,212685
01101,1992,215742
01101,1993,218667
01101,1994,220870
01101,1995,222041
01101,1996,222834
01101,1997,223792
01101,1998,224224
01101,1999,223548
01101,2000,223428
01101,2001,223048
01101,2002,223185
01101,2003,222680
01101,2004,223002
01101,2005,223608
01101,2006,227291
01101,2007,227888
01101,2008,227461
01101,2009,227607
01101,2010,229510
01101,2011,229168
01101,2012,228861
01101,2013,228173
01101,2014,227546
01101,2015,227244
01101,2016,227072
01101,2017,227079
01101,2018,225763
01103,1990,100513
01103,1991,102040
01103,1992,103624
01103,1993,105302
01103,1994,106250
01103,1995,107227
01103,1996,108015
01103,1997,109102
01103,1998,110071
01103,1999,110670
01103,2000,111221
01103,2001,111682
01103,2002,111766
01103,2003,112898
01103,2004,113006
01103,2005,113964
01103,2006,115491
01103,2007,116397
01103,2008,117694
01103,2009,118954
01103,2010,119604
01103,2011,120013
01103,2012,120092
01103,2013,119574
01103,2014,119458
01103,2015,119281
01103,2016,118970
01103,2017,118811
01103,2018,119089
01105,1990,12691
01105,1991,12366
01105,1992,12230
01105,1993,12277
01105,1994,12313
01105,1995,12451
01105,1996,12222
01105,1997,12158
01105,1998,12183
01105,1999,12001
01105,2000,11809
01105,2001,11645
01105,2002,11549
01105,2003,11301
01105,2004,11153
01105,2005,10881
01105,2006,10677
01105,2007,10774
01105,2008,10722
01105,2009,10690
01105,2010,10567
01105,2011,10455
01105,2012,10171
01105,2013,10005
01105,2014,9804
01105,2015,9638
01105,2016,9528
01105,2017,9319
01105,2018,9140
01107,1990,20683
01107,1991,20744
01107,1992,20937
01107,1993,20991
01107,1994,20910
01107,1995,20902
01107,1996,20995
01107,1997,20960
01107,1998,21026
01107,1999,21036
01107,2000,20881
01107,2001,20873
01107,2002,20835
01107,2003,20527
01107,2004,20380
01107,2005,20192
01107,2006,20128
