fips,year,pop_county
29083,2015,21704
29083,2016,21602
29083,2017,21700
29083,2018,21792
29085,1990,7341
29085,1991,7591
29085,1992,7666
29085,1993,7915
29085,1994,8137
29085,1995,8422
29085,1996,8622
29085,1997,8730
29085,1998,8762
29085,1999,8930
29085,2000,8940
29085,2001,9036
29085,2002,8929
29085,2003,9171
29085,2004,9316
29085,2005,9476
29085,2006,9518
29085,2007,9594
29085,2008,9592
29085,2009,9561
29085,2010,9643
29085,2011,9612
29085,2012,9442
29085,2013,9345
29085,2014,9290
29085,2015,9266
29085,2016,9355
29085,2017,9421
29085,2018,9509
29087,1990,6034
29087,1991,5950
29087,1992,5887
29087,1993,5780
29087,1994,5627
29087,1995,5640
29087,1996,5585
29087,1997,5533
29087,1998,5424
29087,1999,5438
29087,2000,5326
29087,2001,5310
29087,2002,5148
29087,2003,5154
29087,2004,5116
29087,2005,5047
29087,2006,4976
29087,2007,4997
29087,2008,4926
29087,2009,4911
29087,2010,4915
29087,2011,4838
29087,2012,4679
29087,2013,4590
29087,2014,4530
29087,2015,4483
29087,2016,4453
29087,2017,4409
29087,2018,4404
29089,1990,9647
29089,1991,9700
29089,1992,9859
29089,1993,9862
29089,1994,9857
29089,1995,10042
29089,1996,10107
29089,1997,10169
29089,1998,10210
29089,1999,10227
29089,2000,10182
29089,2001,10155
29089,2002,10072
29089,2003,10056
29089,2004,10012
29089,2005,10091
29089,2006,10089
29089,2007,10079
29089,2008,10138
29089,2009,10172
29089,2010,10144
29089,2011,10221
29089,2012,10198
29089,2013,10240
29089,2014,10131
29089,2015,10139
29089,2016,10038
29089,2017,10122
29089,2018,10137
29091,1990,31624
29091,1991,32220
29091,1992,32770
29091,1993,33665
29091,1994,34239
29091,1995,34890
29091,1996,35833
29091,1997,36393
29091,1998,36703
29091,1999,37128
29091,2000,37285
29091,2001,37259
29091,2002,37429
29091,2003,37717
29091,2004,38036
29091,2005,38704
29091,2006,39067
29091,2007,39391
29091,2008,39910
29091,2009,39917
29091,2010,40564
29091,2011,40591
29091,2012,40545
29091,2013,40247
29091,2014,40131
29091,2015,40078
29091,2016,40140
29091,2017,40084
29091,2018,40076
29093,1990,10748
29093,1991,10740
29093,1992,10684
29093,1993,10844
29093,1994,10886
29093,1995,10790
29093,1996,10920
29093,1997,10965
29093,1998,10871
29093,1999,10862
29093,2000,10628
29093,2001,10616
29093,2002,10608
29093,2003,10508
29093,2004,10617
29093,2005,10630
29093,2006,10710
29093,2007,10681
29093,2008,10667
29093,2009,10715
29093,2010,10607
29093,2011,10634
29093,2012,10562
29093,2013,10476
29093,2014,10377
29093,2015,10214
29093,2016,10133
29093,2017,10205
29093,2018,10177
29095,1990,633447
29095,1991,635985
29095,1992,638090
29095,1993,640518
29095,1994,643259
29095,1995,643866
29095,1996,650309
29095,1997,653593
29095,1998,654606
29095,1999,654073
29095,2000,655709
29095,2001,657012
29095,2002,658765
29095,2003,658914
29095,2004,658307
29095,2005,658592
29095,2006,660539
29095,2007,662995
29095,2008,665427
29095,2009,670763
29095,2010,674824
29095,2011,675471
29095,2012,677375
29095,2013,679830
29095,2014,683033
29095,2015,686698
29095,2016,692255
29095,2017,697720
29095,2018,700307
29097,1990,90622
29097,1991,91352
29097,1992,92737
29097,1993,94525
29097,1994,96356
29097,1995,98256
29097,1996,100136
29097,1997,101622
29097,1998,102744
29097,1999,103740
29097,2000,104966
29097,2001,105628
29097,2002,106684
29097,2003,107690
29097,2004,108897
29097,2005,110219
29097,2006,112030
29097,2007,113754
29097,2008,115144
29097,2009,116448
29097,2010,117659
29097,2011,115270
29097,2012,115758
29097,2013,116758
29097,2014,117736
29097,2015,118539
29097,2016,119197
29097,2017,120082
29097,2018,120636
29099,1990,172396
29099,1991,174857
29099,1992,177148
29099,1993,179798
29099,1994,182344
29099,1995,185003
29099,1996,188051
29099,1997,191512
29099,1998,193962
29099,1999,196287
29099,2000,198937
29099,2001,200682
29099,2002,202477
29099,2003,204912
29099,2004,207829
29099,2005,210142
29099,2006,213105
29099,2007,214948
29099,2008,216409
29099,2009,217764
29099,2010,219110
29099,2011,219551
29099,2012,219820
29099,2013,220844
29099,2014,221986
29099,2015,223085
29099,2016,223345
29099,2017,223749
29099,2018,224347
29101,1990,42629
29101,1991,43111
29101,1992,43668
29101,1993,44859
29101,1994,45839
29101,1995,46444
29101,1996,46275
29101,1997,46966
29101,1998,47467
29101,1999,47786
29101,2000,48534
29101,2001,49355
29101,2002,49796
29101,2003,50027
29101,2004,50905
29101,2005,51178
29101,2006,51500
29101,2007,51750
29101,2008,51889
29101,2009,52351
29101,2010,52716
29101,2011,53321
29101,2012,54150
29101,2013,54166
29101,2014,54035
29101,2015,53497
29101,2016,53501
29101,2017,53759
29101,2018,53652
29103,1990,4485
29103,1991,4471
29103,1992,4455
29103,1993,4451
29103,1994,4377
29103,1995,4384
29103,1996,4361
29103,1997,4399
29103,1998,4418
29103,1999,4378
29103,2000,4356
29103,2001,4296
29103,2002,4282
29103,2003,4254
29103,2004,4236
29103,2005,4188
29103,2006,4158
29103,2007,4152
29103,2008,4117
29103,2009,4111
29103,2010,4125
29103,2011,4125
29103,2012,4089
29103,2013,4060
29103,2014,3993
29103,2015,3907
29103,2016,3933
29103,2017,3975
29103,2018,3947
29105,1990,27228
29105,1991,27460
29105,1992,27846
29105,1993,28470
29105,1994,28964
29105,1995,29532
29105,1996,30323
29105,1997,31061
29105,1998,31665
29105,1999,32142
29105,2000,32598
29105,2001,32889
29105,2002,32862
29105,2003,33155
29105,2004,33513
29105,2005,34236
29105,2006,34937
29105,2007,35333
29105,2008,35518
29105,2009,35355
29105,2010,35676
29105,2011,35638
29105,2012,35453
29105,2013,35626
29105,2014,35504
29105,2015,35442
29105,2016,35422
29105,2017,35455
29105,2018,35713
29107,1990,31077
29107,1991,31180
29107,1992,31146
29107,1993,31559
29107,1994,31973
29107,1995,32093
29107,1996,32242
29107,1997,32492
29107,1998,32673
29107,1999,32805
29107,2000,33000
29107,2001,32927
29107,2002,32984
29107,2003,33081
29107,2004,33110
29107,2005,33280
29107,2006,33288
29107,2007,33186
29107,2008,33434
29107,2009,33246
29107,2010,33383
29107,2011,33204
29107,2012,33053
29107,2013,32823
29107,2014,32618
29107,2015,32609
29107,2016,32516
29107,2017,32605
29107,2018,32598
29109,1990,30280
29109,1991,30609
29109,1992,30977
29109,1993,31571
29109,1994,31967
29109,1995,32476
29109,1996,33130
29109,1997,33705
29109,1998,34171
29109,1999,34723
29109,2000,35352
29109,2001,35665
29109,2002,36234
29109,2003,36441
29109,2004,36798
29109,2005,37399
29109,2006,37779
29109,2007,38323
29109,2008,38508
29109,2009,38652
29109,2010,38589
29109,2011,38494
29109,2012,38376
29109,2013,38100
29109,2014,37900
29109,2015,37971
29109,2016,38150
29109,2017,38283
29109,2018,38359
29111,1990,10228
29111,1991,10271
29111,1992,10241
29111,1993,10211
29111,1994,10133
29111,1995,10260
29111,1996,10251
29111,1997,10247
29111,1998,10326
29111,1999,10402
29111,2000,10500
29111,2001,10420
29111,2002,10408
29111,2003,10354
29111,2004,10319
29111,2005,10272
29111,2006,10286
29111,2007,10286
29111,2008,10196
29111,2009,10204
29111,2010,10209
29111,2011,10218
29111,2012,10118
29111,2013,10110
29111,2014,10098
29111,2015,10141
29111,2016,10077
29111,2017,9964
29111,2018,9855
29113,1990,29017
29113,1991,29872
29113,1992,30343
29113,1993,31260
29113,1994,31842
29113,1995,33087
29113,1996,34317
29113,1997,35439
29113,1998,36847
29113,1999,37975
29113,2000,39196
29113,2001,40610
29113,2002,41970
29113,2003,43580
29113,2004,44995
29113,2005,46945
29113,2006,49117
29113,2007,50758
29113,2008,51847
29113,2009,52243
29113,2010,52702
29113,2011,53076
29113,2012,53292
29113,2013,53815
29113,2014,54200
29113,2015,54604
29113,2016,55191
29113,2017,56134
29113,2018,57686
29115,1990,13855
29115,1991,13846
29115,1992,13818
29115,1993,13805
29115,1994,13911
29115,1995,13967
29115,1996,14006
29115,1997,13965
29115,1998,13797
29115,1999,13854
29115,2000,13722
29115,2001,13617
29115,2002,13495
29115,2003,13365
29115,2004,13256
29115,2005,13074
29115,2006,12928
29115,2007,12875
29115,2008,12788
29115,2009,12775
29115,2010,12762
29115,2011,12587
29115,2012,12475
29115,2013,12318
29115,2014,12309
29115,2015,12280
29115,2016,12131
29115,2017,12172
29115,2018,12037
29117,1990,14577
29117,1991,14525
29117,1992,14741
29117,1993,14702
29117,1994,14778
29117,1995,14733
29117,1996,14742
29117,1997,14730
29117,1998,14686
29117,1999,14675
29117,2000,14519
29117,2001,14596
29117,2002,14556
29117,2003,14589
29117,2004,14604
29117,2005,14624
29117,2006,14717
29117,2007,14852
29117,2008,14929
29117,2009,15110
29117,2010,15127
29117,2011,15119
29117,2012,14998
29117,2013,14875
29117,2014,15009
29117,2015,14935
29117,2016,15127
29117,2017,15163
29117,2018,15146
29119,1990,16975
29119,1991,17200
29119,1992,17646
29119,1993,18180
29119,1994,18692
29119,1995,19270
29119,1996,19943
29119,1997,20701
29119,1998,21196
29119,1999,21561
29119,2000,21665
29119,2001,21688
29119,2002,21712
29119,2003,22105
29119,2004,22410
29119,2005,22718
29119,2006,22977
29119,2007,22996
29119,2008,22943
29119,2009,23076
29119,2010,23079
29119,2011,22897
29119,2012,22978
29119,2013,22643
29119,2014,22832
29119,2015,22708
29119,2016,22738
29119,2017,22779
29119,2018,23078
29121,1990,15332
29121,1991,15219
29121,1992,15219
29121,1993,15334
29121,1994,15225
29121,1995,15345
29121,1996,15409
29121,1997,15533
29121,1998,15605
29121,1999,15755
29121,2000,15734
29121,2001,15613
29121,2002,15441
29121,2003,15568
29121,2004,15497
29121,2005,15595
29121,2006,15562
29121,2007,15533
29121,2008,15512
29121,2009,15509
29121,2010,15593
29121,2011,15484
29121,2012,15562
29121,2013,15473
29121,2014,15448
29121,2015,15279
29121,2016,15151
29121,2017,15241
29121,2018,15153
29123,1990,11138
29123,1991,11215
29123,1992,11236
29123,1993,11261
29123,1994,11293
29123,1995,11281
29123,1996,11485
29123,1997,11545
29123,1998,11629
29123,1999,11757
29123,2000,11853
29123,2001,11855
29123,2002,11877
29123,2003,11835
29123,2004,11937
29123,2005,12007
29123,2006,12130
29123,2007,12310
29123,2008,12396
29123,2009,12313
29123,2010,12203
29123,2011,12261
29123,2012,12378
29123,2013,12276
29123,2014,12198
29123,2015,12182
29123,2016,12217
29123,2017,12238
29123,2018,12188
29125,1990,7984
29125,1991,8179
29125,1992,8229
29125,1993,8308
29125,1994,8349
29125,1995,8345
29125,1996,8451
29125,1997,8567
29125,1998,8695
29125,1999,8776
29125,2000,8918
29125,2001,8822
29125,2002,8824
29125,2003,8850
29125,2004,9077
29125,2005,9170
29125,2006,9235
29125,2007,9281
29125,2008,9191
29125,2009,9122
29125,2010,9189
29125,2011,9197
29125,2012,9047
29125,2013,9061
29125,2014,9027
29125,2015,8959
29125,2016,8841
29125,2017,8823
29125,2018,8769
29127,1990,27773
29127,1991,27794
29127,1992,28058
29127,1993,27989
29127,1994,28107
29127,1995,28243
29127,1996,28258
29127,1997,28307
29127,1998,28440
29127,1999,28309
29127,2000,28285
29127,2001,28115
29127,2002,28067
29127,2003,28282
29127,2004,28193
29127,2005,28309
29127,2006,28468
29127,2007,28365
29127,2008,28550
29127,2009,28720
29127,2010,28785
29127,2011,28782
29127,2012,28742
29127,2013,28767
29127,2014,28765
29127,2015,28700
29127,2016,28691
29127,2017,28613
29127,2018,28592
29129,1990,3726
29129,1991,3689
29129,1992,3693
29129,1993,3780
29129,1994,3873
29129,1995,3978
29129,1996,3854
29129,1997,3823
29129,1998,3778
29129,1999,3742
29129,2000,3747
29129,2001,3750
29129,2002,3699
29129,2003,3717
29129,2004,3701
29129,2005,3684
29129,2006,3668
29129,2007,3684
29129,2008,3748
29129,2009,3776
29129,2010,3770
29129,2011,3774
29129,2012,3708
29129,2013,3664
29129,2014,3683
29129,2015,3660
29129,2016,3661
29129,2017,3677
29129,2018,3641
29131,1990,20776
29131,1991,20954
29131,1992,21410
29131,1993,21565
29131,1994,22083
29131,1995,22327
29131,1996,22745
29131,1997,23076
29131,1998,23089
29131,1999,23321
29131,2000,23617
29131,2001,23911
29131,2002,24082
29131,2003,24056
29131,2004,24488
29131,2005,24582
29131,2006,24759
29131,2007,24843
29131,2008,24867
29131,2009,24840
29131,2010,24719
29131,2011,24719
29131,2012,24586
29131,2013,24815
29131,2014,24837
29131,2015,24872
29131,2016,24996
29131,2017,25206
29131,2018,25336
29133,1990,14440
29133,1991,14355
29133,1992,14148
29133,1993,14114
29133,1994,14094
29133,1995,13895
29133,1996,13805
29133,1997,13690
29133,1998,13704
29133,1999,13578
29133,2000,13395
29133,2001,13424
29133,2002,13526
29133,2003,13626
29133,2004,13669
29133,2005,13872
29133,2006,14033
29133,2007,14058
29133,2008,14087
29133,2009,14146
29133,2010,14312
29133,2011,14216
29133,2012,14259
29133,2013,14158
29133,2014,14158
29133,2015,13947
29133,2016,13718
29133,2017,13580
29133,2018,13336
29135,1990,12350
29135,1991,12498
29135,1992,12709
29135,1993,12896
29135,1994,13249
29135,1995,13589
29135,1996,13874
29135,1997,14261
29135,1998,14395
29135,1999,14644
29135,2000,14847
29135,2001,14805
29135,2002,15006
29135,2003,15105
29135,2004,15082
29135,2005,15312
29135,2006,15340
29135,2007,15416
29135,2008,15424
29135,2009,15545
29135,2010,15626
29135,2011,15705
29135,2012,15668
29135,2013,15739
29135,2014,15808
29135,2015,15862
29135,2016,15976
29135,2017,16022
29135,2018,16121
29137,1990,9122
29137,1991,8988
29137,1992,8943
29137,1993,8882
29137,1994,8887
29137,1995,8963
29137,1996,9039
29137,1997,9106
29137,1998,9161
29137,1999,9238
29137,2000,9329
29137,2001,9291
29137,2002,9259
29137,2003,9274
29137,2004,9254
29137,2005,9209
29137,2006,9219
29137,2007,9216
29137,2008,9157
29137,2009,9014
29137,2010,8782
29137,2011,8678
29137,2012,8688
29137,2013,8766
29137,2014,8733
29137,2015,8633
29137,2016,8629
29137,2017,8610
29137,2018,8664
29139,1990,11400
29139,1991,11334
29139,1992,11365
29139,1993,11472
29139,1994,11499
29139,1995,11629
29139,1996,11811
29139,1997,11815
29139,1998,12087
29139,1999,12143
29139,2000,12141
29139,2001,12120
29139,2002,12084
29139,2003,12095
29139,2004,12236
29139,2005,12285
29139,2006,12242
29139,2007,12299
29139,2008,12273
29139,2009,12179
29139,2010,12217
29139,2011,12211
29139,2012,11974
29139,2013,11856
29139,2014,11727
29139,2015,11581
29139,2016,11457
29139,2017,11428
29139,2018,11534
29141,1990,15621
29141,1991,15627
29141,1992,15975
29141,1993,16381
29141,1994,16750
29141,1995,17177
29141,1996,17698
29141,1997,18157
29141,1998,18521
29141,1999,19038
29141,2000,19291
29141,2001,19543
29141,2002,19588
29141,2003,19831
29141,2004,20106
29141,2005,20273
29141,2006,20570
29141,2007,20716
29141,2008,20745
29141,2009,20566
29141,2010,20540
29141,2011,20372
29141,2012,20076
29141,2013,20118
29141,2014,20067
29141,2015,20060
29141,2016,20084
29141,2017,20118
29141,2018,20358
29143,1990,20917
29143,1991,20771
29143,1992,20828
29143,1993,20689
29143,1994,20664
29143,1995,20706
29143,1996,20576
29143,1997,20518
29143,1998,20346
29143,1999,19949
29143,2000,19657
29143,2001,19638
29143,2002,19416
29143,2003,19405
29143,2004,19235
29143,2005,18919
29143,2006,18821
29143,2007,18780
29143,2008,18805
29143,2009,18896
29143,2010,18954
29143,2011,18782
29143,2012,18490
29143,2013,18335
29143,2014,18249
29143,2015,18087
29143,2016,17857
29143,2017,17565
29143,2018,17296
29145,1990,44597
29145,1991,45353
29145,1992,46128
29145,1993,47033
29145,1994,47856
29145,1995,48499
29145,1996,49320
29145,1997,50230
29145,1998,51322
29145,1999,52082
29145,2000,52699
29145,2001,52939
29145,2002,53408
29145,2003,54347
29145,2004,55100
29145,2005,55941
29145,2006,56671
29145,2007,57470
29145,2008,57600
29145,2009,57946
29145,2010,58176
29145,2011,58558
29145,2012,58635
29145,2013,58381
29145,2014,58131
29145,2015,58160
29145,2016,58204
29145,2017,58248
29145,2018,58266
29147,1990,21749
29147,1991,21595
29147,1992,21720
29147,1993,21702
29147,1994,21703
29147,1995,21853
29147,1996,21976
29147,1997,22072
29147,1998,21976
29147,1999,21951
29147,2000,21897
29147,2001,22070
29147,2002,22239
29147,2003,22319
29147,2004,22517
29147,2005,22588
29147,2006,22698
29147,2007,22804
29147,2008,23026
29147,2009,23242
29147,2010,23398
29147,2011,23426
29147,2012,23320
29147,2013,23148
29147,2014,22977
29147,2015,22609
29147,2016,22436
29147,2017,22408
29147,2018,22304
29149,1990,9484
29149,1991,9530
29149,1992,9518
29149,1993,9691
29149,1994,9886
29149,1995,10085
29149,1996,10102
29149,1997,10012
29149,1998,10213
29149,1999,10346
29149,2000,10327
29149,2001,10219
29149,2002,10328
29149,2003,10422
29149,2004,10503
29149,2005,10513
29149,2006,10669
29149,2007,10685
29149,2008,10697
29149,2009,10724
29149,2010,10937
29149,2011,11045
29149,2012,10966
29149,2013,10928
29149,2014,10823
29149,2015,10848
29149,2016,10737
29149,2017,10547
29149,2018,10541
29151,1990,12021
29151,1991,12088
29151,1992,12187
29151,1993,12318
29151,1994,12393
29151,1995,12563
29151,1996,12669
29151,1997,12753
29151,1998,12764
29151,1999,12904
29151,2000,13026
29151,2001,13046
29151,2002,13073
29151,2003,13315
29151,2004,13361
29151,2005,13507
29151,2006,13687
29151,2007,13648
29151,2008,13753
29151,2009,13886
29151,2010,13880
29151,2011,13881
29151,2012,13820
29151,2013,13653
29151,2014,13614
29151,2015,13515
29151,2016,13590
29151,2017,13663
29151,2018,13714
29153,1990,8629
29153,1991,8621
29153,1992,8718
29153,1993,8953
29153,1994,9016
29153,1995,9197
29153,1996,9333
29153,1997,9297
29153,1998,9493
29153,1999,9509
29153,2000,9532
29153,2001,9447
29153,2002,9496
29153,2003,9582
29153,2004,9555
29153,2005,9557
29153,2006,9667
29153,2007,9655
29153,2008,9718
29153,2009,9673
29153,2010,9734
29153,2011,9635
29153,2012,9582
29153,2013,9491
29153,2014,9427
29153,2015,9350
29153,2016,9181
29153,2017,9203
29153,2018,9017
29155,1990,21860
29155,1991,21576
29155,1992,21319
29155,1993,21213
29155,1994,21133
29155,1995,21130
29155,1996,21044
29155,1997,20848
29155,1998,20627
29155,1999,20216
29155,2000,20060
29155,2001,19887
29155,2002,19839
29155,2003,19592
29155,2004,19338
29155,2005,19211
29155,2006,18953
29155,2007,18788
29155,2008,18552
29155,2009,18378
29155,2010,18271
29155,2011,18194
29155,2012,18085
29155,2013,17784
29155,2014,17575
29155,2015,17421
29155,2016,17072
29155,2017,16817
29155,2018,16272
29157,1990,16700
29157,1991,16904
29157,1992,17100
29157,1993,17247
29157,1994,17529
29157,1995,17719
29157,1996,17910
29157,1997,18017
29157,1998,18050
29157,1999,18064
29157,2000,18134
29157,2001,18171
29157,2002,18318
29157,2003,18313
29157,2004,18454
29157,2005,18602
29157,2006,18672
29157,2007,18961
29157,2008,18976
29157,2009,19050
29157,2010,18938
29157,2011,19005
29157,2012,18998
29157,2013,19051
29157,2014,19116
29157,2015,19070
29157,2016,19199
29157,2017,19194
29157,2018,19150
29159,1990,35545
29159,1991,35830
29159,1992,36080
29159,1993,36602
29159,1994,37494
29159,1995,37902
29159,1996,38054
29159,1997,38419
29159,1998,38866
29159,1999,39137
29159,2000,39486
29159,2001,39577
29159,2002,39543
29159,2003,39669
29159,2004,39883
29159,2005,40455
29159,2006,40937
29159,2007,41239
29159,2008,41565
29159,2009,41907
29159,2010,42263
29159,2011,42142
29159,2012,42297
29159,2013,42194
29159,2014,42198
29159,2015,42323
29159,2016,42289
29159,2017,42504
29159,2018,42542
29161,1990,35317
29161,1991,35588
29161,1992,36201
29161,1993,36712
29161,1994,37032
29161,1995,37654
29161,1996,38323
29161,1997,38797
29161,1998,39184
29161,1999,39568
29161,2000,39945
29161,2001,40219
29161,2002,41193
29161,2003,41883
29161,2004,42616
29161,2005,43327
29161,2006,44025
29161,2007,44300
29161,2008,44200
29161,2009,44540
29161,2010,45327
29161,2011,45276
29161,2012,45261
29161,2013,45037
29161,2014,44958
29161,2015,44806
29161,2016,44762
29161,2017,44686
29161,2018,44732
29163,1990,16054
29163,1991,16165
29163,1992,16317
29163,1993,16505
29163,1994,16776
29163,1995,17142
29163,1996,17324
29163,1997,17469
29163,1998,18028
29163,1999,18282
29163,2000,18301
29163,2001,18258
29163,2002,18311
29163,2003,18426
29163,2004,18434
29163,2005,18725
29163,2006,18707
29163,2007,18588
29163,2008,18602
29163,2009,18544
29163,2010,18479
29163,2011,18662
29163,2012,18556
29163,2013,18609
29163,2014,18499
29163,2015,18402
29163,2016,18495
29163,2017,18546
29163,2018,18504
29165,1990,58274
29165,1991,59753
29165,1992,61600
29165,1993,63742
29165,1994,65209
29165,1995,66825
29165,1996,67886
29165,1997,69479
29165,1998,70790
29165,1999,72555
29165,2000,74316
29165,2001,76143
29165,2002,77986
29165,2003,79577
29165,2004,81106
29165,2005,82615
29165,2006,83913
29165,2007,85656
29165,2008,87003
29165,2009,88219
29165,2010,89700
29165,2011,90863
29165,2012,92142
29165,2013,93362
29165,2014,94856
29165,2015,96434
29165,2016,98627
29165,2017,101219
29165,2018,102985
29167,1990,21951
29167,1991,22487
29167,1992,22817
29167,1993,23293
29167,1994,24230
29167,1995,25001
29167,1996,25780
29167,1997,26099
29167,1998,26409
29167,1999,26707
29167,2000,26999
29167,2001,27421
29167,2002,27826
29167,2003,28345
29167,2004,28690
29167,2005,29308
29167,2006,30053
29167,2007,30576
29167,2008,30790
29167,2009,31085
29167,2010,31164
29167,2011,31203
29167,2012,31084
29167,2013,31121
29167,2014,31119
29167,2015,31264
29167,2016,31396
29167,2017,31766
29167,2018,32201
29169,1990,41786
29169,1991,41946
29169,1992,43809
29169,1993,40349
29169,1994,39657
29169,1995,38135
29169,1996,37618
29169,1997,38365
29169,1998,39961
29169,1999,38967
29169,2000,41957
29169,2001,43558
29169,2002,44535
29169,2003,44507
29169,2004,45301
29169,2005,45570
29169,2006,46482
29169,2007,47357
29169,2008,48300
29169,2009,50630
29169,2010,52850
29169,2011,53264
29169,2012,53452
29169,2013,54062
29169,2014,53532
29169,2015,53169
29169,2016,52393
29169,2017,51846
29169,2018,52014
29171,1990,5088
29171,1991,5061
29171,1992,5071
29171,1993,5071
29171,1994,5161
29171,1995,5200
29171,1996,5218
29171,1997,5149
29171,1998,5120
29171,1999,5153
29171,2000,5231
29171,2001,5203
29171,2002,5180
29171,2003,5161
29171,2004,5131
29171,2005,5153
29171,2006,5167
29171,2007,5047
29171,2008,5028
29171,2009,4988
29171,2010,4974
29171,2011,4976
29171,2012,4945
29171,2013,4884
29171,2014,4842
29171,2015,4858
29171,2016,4821
29171,2017,4796
29171,2018,4757
29173,1990,8466
29173,1991,8501
29173,1992,8580
29173,1993,8766
29173,1994,8886
29173,1995,8952
29173,1996,9030
29173,1997,9049
29173,1998,9201
29173,1999,9494
29173,2000,9669
29173,2001,9704
29173,2002,9755
29173,2003,9755
29173,2004,9792
29173,2005,9998
29173,2006,10092
29173,2007,10148
29173,2008,10117
29173,2009,10109
29173,2010,10185
29173,2011,10266
29173,2012,10217
29173,2013,10157
29173,2014,10269
29173,2015,10161
29173,2016,10222
29173,2017,10222
29173,2018,10212
29175,1990,24373
29175,1991,23843
29175,1992,24106
29175,1993,24289
29175,1994,24408
29175,1995,24315
29175,1996,24630
29175,1997,24532
29175,1998,24610
29175,1999,24640
29175,2000,24660
29175,2001,24679
29175,2002,24701
29175,2003,25010
29175,2004,25211
29175,2005,25451
29175,2006,25480
29175,2007,25597
29175,2008,25597
29175,2009,25364
29175,2010,25454
29175,2011,25277
29175,2012,25327
29175,2013,24944
29175,2014,25045
29175,2015,25030
29175,2016,24956
29175,2017,24932
29175,2018,24763
29177,1990,22004
29177,1991,21853
29177,1992,21634
29177,1993,22032
29177,1994,21815
29177,1995,22104
29177,1996,22454
29177,1997,22988
29177,1998,23273
29177,1999,23291
29177,2000,23393
29177,2001,23427
29177,2002,23538
29177,2003,23703
29177,2004,23739
29177,2005,23605
29177,2006,23842
29177,2007,23712
29177,2008,23764
29177,2009,23541
29177,2010,23495
29177,2011,23322
29177,2012,23057
29177,2013,23041
29177,2014,22913
29177,2015,22772
29177,2016,22720
29177,2017,22839
29177,2018,22883
29179,1990,6664
29179,1991,6698
29179,1992,6555
29179,1993,6559
29179,1994,6531
29179,1995,6665
29179,1996,6615
29179,1997,6612
29179,1998,6576
29179,1999,6544
29179,2000,6708
29179,2001,6557
29179,2002,6664
29179,2003,6668
29179,2004,6717
29179,2005,6707
29179,2006,6707
29179,2007,6736
29179,2008,6688
29179,2009,6667
29179,2010,6680
29179,2011,6569
29179,2012,6553
29179,2013,6459
29179,2014,6405
29179,2015,6297
29179,2016,6352
29179,2017,6268
29179,2018,6254
29181,1990,12348
29181,1991,12397
29181,1992,12468
29181,1993,12760
29181,1994,12968
29181,1995,13160
29181,1996,13265
29181,1997,13399
29181,1998,13497
29181,1999,13516
29181,2000,13482
29181,2001,13460
29181,2002,13608
29181,2003,13752
29181,2004,13843
29181,2005,13920
29181,2006,14049
29181,2007,14059
29181,2008,14039
29181,2009,14033
29181,2010,14102
29181,2011,14139
29181,2012,14027
29181,2013,13986
29181,2014,13931
29181,2015,13788
29181,2016,13775
29181,2017,13569
29181,2018,13401
29183,1990,214434
29183,1991,219126
29183,1992,224750
29183,1993,232360
29183,1994,238247
29183,1995,246741
29183,1996,254332
29183,1997,262440
29183,1998,270335
29183,1999,277961
29183,2000,286218
29183,2001,294908
29183,2002,303224
29183,2003,311405
29183,2004,319729
29183,2005,328892
29183,2006,337952
29183,2007,345395
29183,2008,351179
29183,2009,356902
29183,2010,361798
29183,2011,365544
29183,2012,369098
29183,2013,374288
29183,2014,379858
29183,2015,385039
29183,2016,390599
29183,2017,395245
29183,2018,399182
29185,1990,8462
29185,1991,8428
29185,1992,8587
29185,1993,8748
29185,1994,8817
29185,1995,8997
29185,1996,9258
29185,1997,9308
29185,1998,9284
29185,1999,9528
29185,2000,9698
29185,2001,9656
29185,2002,9692
29185,2003,9656
29185,2004,9711
29185,2005,9733
29185,2006,9694
29185,2007,9802
29185,2008,9757
29185,2009,9708
29185,2010,9824
29185,2011,9694
29185,2012,9528
29185,2013,9488
29185,2014,9433
29185,2015,9412
29185,2016,9290
29185,2017,9385
29185,2018,9395
29186,1990,16087
29186,1991,16107
29186,1992,16202
29186,1993,16446
29186,1994,16490
29186,1995,16713
29186,1996,16974
29186,1997,17277
29186,1998,17499
29186,1999,17631
29186,2000,17973
29186,2001,18013
29186,2002,18039
29186,2003,18161
29186,2004,18218
29186,2005,18233
29186,2006,18263
29186,2007,18293
29186,2008,18186
29186,2009,18156
29186,2010,18138
29186,2011,18205
29186,2012,17878
29186,2013,17961
29186,2014,17944
29186,2015,17817
29186,2016,17891
29186,2017,17813
29186,2018,17888
29187,1990,49013
29187,1991,49528
29187,1992,49930
29187,1993,50902
29187,1994,51826
29187,1995,52828
29187,1996,53593
29187,1997,54234
29187,1998,54901
29187,1999,55345
29187,2000,55773
29187,2001,56242
29187,2002,56823
29187,2003,58118
29187,2004,60829
29187,2005,62298
29187,2006,62917
29187,2007,63636
29187,2008,64280
29187,2009,64864
29187,2010,65529
29187,2011,65574
29187,2012,65799
29187,2013,66102
29187,2014,65785
29187,2015,66228
29187,2016,66350
29187,2017,66653
29187,2018,66692
29189,1990,995198
29189,1991,999619
29189,1992,1003544
29189,1993,1007949
29189,1994,1012647
29189,1995,1015210
29189,1996,1017517
29189,1997,1018015
29189,1998,1015518
29189,1999,1016040
29189,2000,1016178
29189,2001,1016243
